 ,Public Figure Name,Statement,Positive/Negative,
,Tharuka Ranaweera,"අද ලංකාවෙ Corporate Sector එකේ සැලැකිය යුතු ගනනක් හරහා, ආර්ථික විද්‍යාඥයන් බොහෝ ප්‍රමාණයක් හරහා ඔහුට තොරතුරු ගලා එනවා. 
රජයේ ඉහළ තනතුරු සහිත අය screen එක පිටුපසින් අපිට උදව් කරනවා. 
ඔව්. අපි දේශපාලනයට අලුත්.
අපි සර්ව සම්පූර්ණ නෑ. වැරදි උනා. වැරදි හදාගන්නවා. ",Positive,
,Narmda jayamaha,තරු ගැන අහලා Inbox කරන්න එපා කොටින්ම කිව්වොත් අප්පිරියයි,Negative,
,Chithral Somapala,"මෙහෙම කලාකරුවන් දැකලා නැහැ .... මුංව පත් කරෙත් තොපි දැන් බොරැවට ගිහිං Protest කරනවා, මම කෙලින් මනුෂ්‍යයෙක් අන්න ඒක හොඳට දැනගනිල්ලා, මී බෙට්ටකට උනත් මම නැවෙන්නේ නැහැ, තවත් කාපං රාජපස්සගේ ගූ! 😡",Negative,
,chithral Somapala,"Antique කඩයක මරණයක් කියන්නේ දරැනු මරනයක්! Asoka Handagama උඹ නෙලලාම දැම්මා .... අවුරුදු ගානකට පසු දැක්කේ සුපිරිම Drama එක මචෝ, බූරැ හැත්ත කඩේ යන්නේ නැතුව ගිහිං බලපන් මේ නාට්ටිය ජිවිතේ වෙනස් වෙයි!",Negative,
,Chithral Somapala,සිංහල සින්දු වලට Jazz Chords දැම්මම හරිම හිරිකිතයි,Negative,
,Gayan Wickramathilake,උබ මාර රැඩිකල් පොරක් නේද profile lock කරගෙන පුස් පාට් දාන.ගෙනාව වගේම එලවනවා කාලකණ්නියෝ බලාගෙන හිටපං.,Negative,
184082G,Shalani tharaka ,"Happy First birthday Saranya මැණික
ඔය ලස්සන හුරතල් හිනාව ජීවිත කාලෙම රැදෙන්න කියලා හැමදාම ප්‍රාර්ථනා කරනවා. 
ලෝකේ විෂමයි. මේ විෂම ලෝකේ අම්මයි තාත්තයි වගේම ඔලුව කෙලින් තියාගෙන හැම බාධකයකටම මුහුණදෙන්න ශක්තිය ලැබෙන්න ඕනි චූටි පැටියටත් 
i love you so much",Positive,
, tech with wicky,ඔයාට ඉක්මනටම ඩොලර් මිලියනයක් හොයාගන්න පුලුවන් field එක මොකක්ද?,Positive,
,tech with wicky,ඇයි අරගලය අවිහිංසාවාදී විය යුතු? Share and spread awareness,Positive,
,Raini charuka,"ඊයේ රෑ මට මගේ පුංචි fan කෙනෙක් හමුඋනා. මේ වගේ චුට්ටෝ ගොඩාක් ඉන්නවා මගේ වටේ, මට/ මගෙ songs වලට ආදරය කරන 🙏🏼 මම ගොඩක් blessed!",Positive,
,kanchana Anuradhi ,මේ තරම් ආදරෙන් අපිත් එක්ක එකතු වෙන්න ආව හැමදෙනාටම බොහොමත්ම ස්තූතියී 🙏🏻🤍 Love you all,Positive,
,shehani kahadawala ,මගේ වගේ රූපය තියන නිරුවත් ඡායාරුපයක් Share උනා හැබැයි එකේ තිබුන දේවල් තැලිච්ච ගස්ලබු ගෙඩියක් වගේ...,Negative,
,Lahiru mudalige,"“මරු පස්ස ඈ”පස්ස ලොකුයි පපුව ලොකුයි කියලා විහිළු කරනවා.”අසහනකාරයා”
Watch full story",Negative,
,Mahinda Kahandagama,"මාර්තු ජිනීවා මානව හිමිකම් කොමිසමෙන් රාජපක්ෂවරුන්ට මරණීය,දණ්ඩනය හිමිවෙනවා යැයි SHARE වෙන ලිපියට කෙටි පිළිතුරක්...........
මේ අහන්න ,!!!!
හොඳ ශ්‍රි ලාංකිකයෝ, සිංහල බෞද්ධයෝ හැටියට අපිට මේවා SHARE කරලා සතුටක් ලබන්න පුලුවන් නම් ඒ තරම් කාළකන්නි කමක් තවත් නැහැ.",Negative,
,Madhavee Wathsala Anthony,"Safety Airbag නැති, Sensors නැති, LED හෙඩ්ලයිට් නැති, Viper එකවත් හරියට වැඩ කරන්නෙ නැති 1996 දී පළමු වාහනය විදිහට අප්පච්චි ගත්තු කැබ් එකක් වෙනුවට ඔය හම්බ කලා කියන සල්ලි වළින් අප්පච්චි හීන දැකපු විදිහේ JEEP එකක් ගන්න එයාට පුළුවන් වුනා නම්, අද එයාලත් අලියත් හැමෝම හොඳින්",Negative,
,Ashanya Premadasa ,තාම මට Bad Comments එනවා ,Negative,
184196J,Kanchana Anuradhi ,"කොහේ පිපුණත් මල් එකවගේම සුවඳයී.හරිම ලස්සනට ගායනා කරනවා. ආදරණීය නැගණිය, දිගු ගමනකට මගෙන් හදපිරි සුභ පැතුම් ඔයාට. God bless you 💖",Positive,
,Sanath Jayasuriya,පොඩි පොඩි අඩුපාඩු නොසලකා හැරලා ක්‍රිකට් ගහනවා වගේ තමයි දන්ත සෞඛ්‍ය ගැලටු නොසලකා හරින එක. මොකද ඒකත් බරපතල තත්වයන්ට මඟ පාදනවා වෙන්න පුළුවන්. ඔබේ දන්ත සෞඛ්‍ය ගැටළු මේ video එකේ comment කරන්න. ගැටළු වලට පිළිතුරු දන්ත වෛද්‍යවරයකුගෙන් මම ලබා දෙන්නම්,Positive,
,Madhavee Wathsala Anthony,"ලේ බිඳක් දන් දී පින් පුදන්න එන්න... ❤️‍🩹 
සංවිධානය මා ද සාමාජිකාවක් වන, කොළඹ විශ්වවිද්‍යාලයේ සංචාරක ආර්ථික විද්‍යා පශ්චාත් උපාධි ALUMNI විසින්... 🙏",Positive,
,Dinesh Gunawardane,UNICEF එක්සත් ජාතීන්ගේ ළමා අරමුදලේ නියෝජිත ක්‍රිස්ටියන් ස්කූග් (Christian Skoog) මහතා සමග පාසැල් දරුවන්ගේ සෞඛ්‍ය ආරක්ෂාව පිළිබඳව දෙපාර්ශ්වය අතර විශ්වාසය තවදුරටත් තහවුරු කරගනිමින්,Positive,
,Dinesh Gunawardane,අපේ විශ්වවිද්‍යාලයක ප්‍රථම රූපවාහිනි නාලිකාව VAPA TELEVISION කොළඹ සෞන්දර්ය විශ්වවිද්‍යාලයේදී ආරම්භ කරමින්,Positive,
,Madhavee Wathsala Anthony,වෙලකට නොබැසපු රාජකීය අඳ ගොවියා නොදකිං දහම් TALK WITH SUDHATHTHA,Negative,
,Vishwa Lanka,"හාමුදුරුවන්ගෙ V8 එක ගත්තනම් සල්ලි දියල්ලා....
කැත වැඩ කරන්න එපා....",Negative,
,Vishwa Lanka,ඇත්ත තේරුම් ගත්ත ඇත්තටම ජීවත් වෙන කොල්ලෙක්..... Respect මචන්....,Negative,
,Vishwa Lanka,"මතක ඇති පෙට්‍රල් පෝලිමේ හිටපු කොල්ලෙකුට STF එකෙන් දාපු පාට් එක. "" වැඩිය සද්දෙ දැම්මොත් කේ ජී කෑල්ලක් දාල ඇතුලට දානව ""
නීතිය රකින උදවියට අරගල භූමියෙන් හම්බවෙලා තියෙන දේවල්....
( පිටපත ගොඩක් ප්‍රාථමිකයි මහත්තයෝ )",Negative,
